通常
	32864
		星级: 7
	41788781
		卡名: 极星兽 古尔法克西
		密码: 41788781
		效果: 对方场上有同调怪兽表侧表示存在，自己场上没有怪兽存在的场合，这张卡可以从手卡特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 极星兽
		卡片种类: 怪兽|效果|调整
		属性: 光
		种族: 兽
		效果类型: 特殊召唤
		攻击力: 1600
		防御力: 1000
		星级: 4
	41855169
		卡名: 升灵术师 奘玄
		密码: 41855169
		效果: 手卡随机丢弃1张卡去墓地。这个场合，场上的特殊召唤的怪兽全部破坏。只要这张卡在场上存在，不能特殊召唤怪兽。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 光
		种族: 魔法师
		效果类型: 怪兽破坏|送去墓地
		攻击力: 200
		防御力: 1300
		星级: 3
	41859700
		卡名: 燃藻
		密码: 41859700
		效果: 当这张卡被送去墓地时，对方回复1000基本分。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 炎
		种族: 炎
		效果类型: LP回复
		攻击力: 500
		防御力: 1500
		星级: 3
	41872150
		卡名: 蝗虫的军势
		密码: 41872150
		效果: 这张卡1个回合可以有1次变回里侧守备表示。这张卡反转召唤成功时，破坏对方场上1张魔法·陷阱卡。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 暗
		种族: 昆虫
		效果类型: 魔陷破坏|表示形式
		攻击力: 1000
		防御力: 500
		星级: 3
	41902352
		卡名: 黑羽-东云之东风
		密码: 41902352
		效果: 特殊召唤的这张卡不能作为同调素材。
		OT: OCG|TCG
		同名卡: 
		字段: 黑羽
		卡片种类: 怪兽|效果|调整
		属性: 暗
		种族: 鸟兽
		效果类型: 同调相关
		攻击力: 700
		防御力: 1500
		星级: 4
	41916534
		卡名: 铁汉斯
		密码: 41916534
		效果: 这个卡名的①的效果1回合只能使用1次。\r\n①：这张卡召唤·反转召唤·特殊召唤成功的场合才能发动。从卡组把1只「铁骑士」特殊召唤。这个效果的处理时场地区域没有「急流山的金宫」存在的场合，直到回合结束时自己不能从额外卡组把怪兽特殊召唤。\r\n②：场地区域有「急流山的金宫」存在的场合，这张卡的攻击力上升自己场上的「铁骑士」数量×1000。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 地
		种族: 战士
		效果类型: 攻守变化|特殊召唤
		攻击力: 1200
		防御力: 800
		星级: 4
	41952656
		卡名: 寻你海豚
		密码: 41952656
		效果: 场上的这张卡被对方破坏送去墓地时，自己卡组最上面的卡送去墓地。送去墓地的卡是水属性怪兽的场合，从自己卡组抽1张卡。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 水
		种族: 海龙
		效果类型: 送去墓地|抽卡辅助
		攻击力: 1000
		防御力: 1000
		星级: 2
	41978142
		卡名: 霞之谷的执行者
		密码: 41978142
		效果: 这张卡召唤成功时，场上表侧表示存在的魔法·陷阱卡全部回到持有者手卡。
		OT: OCG|TCG
		同名卡: 
		字段: 霞之谷
		卡片种类: 怪兽|效果
		属性: 风
		种族: 雷
		效果类型: 返回手卡
		攻击力: 2100
		防御力: 1600
		星级: 5
	42009836
		卡名: 化石恐龙 肿头龙
		密码: 42009836
		效果: ①：这张卡反转的场合发动。场上的特殊召唤的怪兽全部破坏。\r\n②：只要这张卡在怪兽区域存在，双方不能把怪兽特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 地
		种族: 岩石
		效果类型: 怪兽破坏
		攻击力: 1200
		防御力: 1300
		星级: 4
	42023223
		卡名: 电磁石战士α
		密码: 42023223
		效果: 「电磁石战士α」的①的效果1回合只能使用1次。\r\n①：这张卡召唤·特殊召唤成功的场合才能发动。从卡组把1只8星的「磁石战士」怪兽加入手卡。\r\n②：对方回合把这张卡解放才能发动。从卡组把1只4星的「磁石战士」怪兽特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 磁石战士
		卡片种类: 怪兽|效果
		属性: 地
		种族: 岩石
		效果类型: 卡组检索|特殊召唤
		攻击力: 1700
		防御力: 1100
		星级: 3
	42024143
		卡名: XX-剑士 嘉德斯特莱克
		密码: 42024143
		效果: 若自己墓地存在2只以上名字带有「X-剑士」的怪兽，且自己场上不存在怪兽的场合，可以从自己的手卡特殊召唤这张卡。
		OT: OCG|TCG
		同名卡: 
		字段: X-剑士
		卡片种类: 怪兽|效果
		属性: 地
		种族: 兽战士
		效果类型: 特殊召唤
		攻击力: 2100
		防御力: 1400
		星级: 5
	42029847
		卡名: 幻奏的音女 塞瑞娜
		密码: 42029847
		效果: ①：天使族怪兽上级召唤的场合，这张卡可以作为2只的数量解放。\r\n②：这张卡特殊召唤成功的回合，自己在通常召唤外加上只有1次，自己主要阶段可以把1只「幻奏」怪兽召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 幻奏
		卡片种类: 怪兽|效果
		属性: 光
		种族: 天使
		效果类型: 卡组检索
		攻击力: 400
		防御力: 1900
		星级: 4
	42035044
		卡名: 漆黑之豹战士
		密码: 42035044
		效果: ①：只要这张卡在怪兽区域存在，这张卡的攻击宣言之际，自己必须把这张卡以外的自己场上1只怪兽解放。
		OT: OCG|TCG
		同名卡: 
		字段: 战士
		卡片种类: 怪兽|效果
		属性: 地
		种族: 兽战士
		效果类型: 攻击限制
		攻击力: 2000
		防御力: 1600
		星级: 4
	42035045
		卡名: 漆黑之豹战士
		密码: 42035045
		效果: ①：只要这张卡在怪兽区域存在，这张卡的攻击宣言之际，自己必须把这张卡以外的自己场上1只怪兽解放。
		OT: OCG|TCG
		同名卡: 42035044
		字段: 战士
		卡片种类: 怪兽|效果
		属性: 地
		种族: 兽战士
		效果类型: 攻击限制
		攻击力: 2000
		防御力: 1600
		星级: 4
	42082363
		卡名: 薰风狮鹫
		密码: 42082363
		效果: 这张卡从手卡送去墓地的场合，可以从自己卡组把1只名字带有「薰风」的怪兽特殊召唤。「薰风狮鹫」的效果1回合只能使用1次。
		OT: OCG|TCG
		同名卡: 
		字段: 薰风
		卡片种类: 怪兽|效果
		属性: 风
		种族: 鸟兽
		效果类型: 特殊召唤
		攻击力: 800
		防御力: 300
		星级: 2
	42110434
		卡名: 自然蝴蝶
		密码: 42110434
		效果: 1回合1次，对方怪兽的攻击宣言时才能发动。把自己卡组最上面1张卡送去墓地，那次攻击无效。
		OT: OCG|TCG
		同名卡: 
		字段: 自然
		卡片种类: 怪兽|效果|调整
		属性: 地
		种族: 昆虫
		效果类型: 送去墓地
		攻击力: 500
		防御力: 1200
		星级: 3
	42143067
		卡名: 怒气土器
		密码: 42143067
		效果: 「怒气土器」的效果1回合只能使用1次。\r\n①：把手卡1只岩石族怪兽丢弃才能发动。原本的属性·等级和那只怪兽相同的1只岩石族怪兽从卡组表侧攻击表示或者里侧守备表示特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 地
		种族: 岩石
		效果类型: 特殊召唤
		攻击力: 500
		防御力: 500
		星级: 2
	42155488
		卡名: 基因组斗士
		密码: 42155488
		效果: 这张卡可以不用解放作召唤。这个方法召唤的这张卡的等级变成3星，原本攻击力变成一半。此外，1回合1次，宣言1个种族才能发动。这个回合把这张卡作为同调素材的场合，包含这张卡的那一组同调素材怪兽当作宣言的种族使用。这个效果发动过的回合，自己不能把宣言的种族以外的怪兽召唤·特殊召唤。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|调整
		属性: 风
		种族: 念动力
		效果类型: 种族相关
		攻击力: 2200
		防御力: 1100
		星级: 6
	42239546
		卡名: 茧状体·小鼹鼠
		密码: 42239546
		效果: 场上有「新宇宙」存在时，可以把这张卡作为祭品从手卡·卡组特殊召唤1只「新空间侠·大地鼹鼠」。
		OT: OCG|TCG
		同名卡: 
		字段: 茧状体
		卡片种类: 怪兽|效果
		属性: 地
		种族: 岩石
		效果类型: 特殊召唤
		攻击力: 700
		防御力: 100
		星级: 2
	42256406
		卡名: 卡片防卫士
		密码: 42256406
		效果: 这张卡召唤·反转召唤·特殊召唤成功时，变成守备表示。自己场上表侧表示存在的怪兽被选择作为攻击对象时，可以让攻击对象改变为这张卡。这张卡成为攻击对象时，可以把自己卡组的卡从上面最多3张送去墓地。每把1张卡送去墓地，这张卡的守备力直到结束阶段时上升500。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 地
		种族: 战士
		效果类型: 表示形式|攻守变化
		攻击力: 400
		防御力: 400
		星级: 3
	42280216
		卡名: 太阳之神官
		密码: 42280216
		效果: 对方场上有怪兽存在，自己场上没有怪兽存在的场合，这张卡可以从手卡特殊召唤。场上存在的这张卡被破坏送去墓地时，可以从自己卡组把1只「赤蚁」或者「苏帕伊」加入手卡。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 光
		种族: 魔法师
		效果类型: 卡组检索|特殊召唤
		攻击力: 1000
		防御力: 2000
		星级: 5
	42303365
		卡名: 爬虫妖蛇
		密码: 42303365
		效果: 这张卡召唤成功时，可以选择对方场上表侧表示存在的1只攻击力是0的怪兽得到控制权。
		OT: OCG|TCG
		同名卡: 
		字段: 爬虫妖
		卡片种类: 怪兽|效果|调整
		属性: 暗
		种族: 爬虫
		效果类型: 控制权
		攻击力: 0
		防御力: 0
		星级: 2
	42328171
		卡名: 发条蝙蝠
		密码: 42328171
		效果: 自己的主要阶段时才能发动。把自己场上表侧攻击表示存在的这张卡变更为表侧守备表示，选择自己墓地存在的1只名字带有「发条」的怪兽加入手卡。这个效果只在这张卡在场上表侧表示存在能使用1次。
		OT: OCG|TCG
		同名卡: 
		字段: 发条
		卡片种类: 怪兽|效果
		属性: 风
		种族: 机械
		效果类型: 卡组检索|表示形式
		攻击力: 300
		防御力: 350
		星级: 1
	42338879
		卡名: 喔喔公鸡
		密码: 42338879
		效果: ①：双方场上没有怪兽存在的场合，这张卡可以作为3星怪兽从手卡特殊召唤。\r\n②：对方场上有怪兽存在，自己场上没有卡存在的场合，这张卡可以作为4星怪兽从手卡特殊召唤。\r\n③：表侧表示的这张卡从场上离开的场合除外。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果|调整
		属性: 风
		种族: 鸟兽
		效果类型: 特殊召唤
		攻击力: 1600
		防御力: 2000
		星级: 5
	42364374
		卡名: 甲蝇
		密码: 42364374
		效果: 自己的场上没有这张卡以外的昆虫族存在，这张卡的攻击力守备力变成1000。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 地
		种族: 昆虫
		效果类型: 攻守变化
		攻击力: 2000
		防御力: 2000
		星级: 3
	42386471
		卡名: 卡通双生精灵
		密码: 42386471
		效果: ①：这张卡在召唤·反转召唤·特殊召唤的回合不能攻击。\r\n②：自己场上有「卡通世界」存在，对方场上没有卡通怪兽存在的场合，这张卡可以直接攻击。\r\n③：这张卡给与对方战斗伤害时才能发动。对方手卡随机选1张丢弃。\r\n④：场上的「卡通世界」被破坏时这张卡破坏。
		OT: OCG|TCG
		同名卡: 
		字段: 卡通
		卡片种类: 怪兽|效果|卡通
		属性: 地
		种族: 魔法师
		效果类型: 手卡破坏|直接攻击
		攻击力: 1900
		防御力: 900
		星级: 4
	42388271
		卡名: 星遗物-『星柜』
		密码: 42388271
		效果: 这个卡名的①③的效果1回合各能使用1次。\r\n①：自己场上的连接怪兽被对方的效果破坏送去自己墓地的场合，把这张卡从手卡送去墓地，以那1只连接怪兽为对象才能发动。那只怪兽特殊召唤。\r\n②：怪兽上级召唤的场合，这张卡可以作为2只的数量解放。\r\n③：通常召唤的这张卡在怪兽区域存在，对方从额外卡组把怪兽特殊召唤的场合才能发动。从卡组把1只怪兽送去墓地。
		OT: OCG
		同名卡: 
		字段: 星遗物
		卡片种类: 怪兽|效果
		属性: 暗
		种族: 机械
		效果类型: 送去墓地|特殊召唤
		攻击力: 2500
		防御力: 500
		星级: 7
	42391240
		卡名: 星圣·心宿二
		密码: 42391240
		效果: 这张卡召唤·特殊召唤成功时，可以选择自己墓地1只名字带有「星圣」的怪兽加入手卡。
		OT: OCG|TCG
		同名卡: 
		字段: 星圣
		卡片种类: 怪兽|效果
		属性: 光
		种族: 机械
		效果类型: 返回手卡|卡片回收
		攻击力: 2400
		防御力: 900
		星级: 6
	42463414
		卡名: 刺鱼人
		密码: 42463414
		效果: 只要这张卡在场上表侧表示存在，自己场上表侧表示存在的鱼族·海龙族·水族怪兽的攻击力上升400。
		OT: OCG|TCG
		同名卡: 
		字段: 
		卡片种类: 怪兽|效果
		属性: 水
		种族: 海龙
		效果类型: 攻守变化
		攻击力: 1300
		防御力: 0
		星级: 3
	42472002
		卡名: 圣骑士 康斯坦丁
		密码: 42472002
		效果: 自己场上有「圣剑」装备魔法卡存在的场合，可以从手卡把这张卡特殊召唤。「圣骑士 康斯坦丁」的这个方法的特殊召唤1回合只能有1次。场上的这张卡为素材作同调·超量·连接召唤的「圣骑士」怪兽得到以下效果。\r\n●这张卡特殊召唤成功的场合：这个回合自己在通常召唤外加上只有1次，自己主要阶段可以把1只「圣骑士」怪兽召唤，直到这个效果的发动后的回合结束时自己不是「圣骑士」怪兽不能从额外卡组特殊召唤。
		OT: TCG
		同名卡: 
		字段: 圣骑士
		卡片种类: 怪兽|效果
		属性: 光
		种族: 战士
		效果类型: 特殊召唤
		攻击力: 1000
		防御力: 2000
		星级: 4
	42541548
		卡名: 鬼哥布林
		密码: 42541548
		效果: 只要这张卡在自己场上以表侧表示存在，在自己回合的结束阶段时，可以将1张通常怪兽卡从手卡放回卡组最下方，再从卡组抽1张卡。此效果每回合只能使用1次。
		OT: OCG|TCG
		同名卡: 
		字段: 哥布林
		卡片种类: 怪兽|效果
		属性: 地
		种族: 恶魔
		效果类型: 抽卡辅助
		攻击力: 1200
		防御力: 1500
		星级: 4
	42542842
		卡名: 丽之魔妖-妲姬
		密码: 42542842
		效果: ①：「丽之魔妖-妲姬」在自己场上只能有1只表侧表示存在。\r\n②：这张卡在墓地存在，「魔妖」怪兽从额外卡组往自己场上特殊召唤时才能发动。这张卡特殊召唤。这个效果发动的回合，自己不是「魔妖」怪兽不能从额外卡组特殊召唤。
		OT: OCG
		同名卡: 
		字段: 魔妖
		卡片种类: 怪兽|效果|调整
		属性: 炎
		种族: 不死
		效果类型: 特殊召唤
		攻击力: 1000
		防御力: 0
		星级: 2
	42551040
		卡名: 武神器-生
		密码: 42551040
		效果: 自己的主要阶段时，自己场上有名字带有「武神」的怪兽存在的场合，把墓地的这张卡从游戏中除外，选择对方场上表侧攻击表示存在的1只怪兽才能发动。选择的怪兽变成表侧守备表示，那个守备力直到结束阶段时变成0。
		OT: OCG|TCG
		同名卡: 
		字段: 武神
