通常
	卡名: 第13人的埋葬者
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 特殊召唤|LP回复
	属性: 暗
	种族: 魔法师
	攻击力: 600
	防御力: 1200
	星级: 3

	卡名: 机巧忍者 七七四九
	密码: 50615578
	描述: 这张卡可以攻击的场合必须作出攻击。场上表侧表示存在的这张卡被选择作为攻击对象时，这张卡的表示形式变更。这张卡召唤成功时，可以从自己卡组抽出自己场上表侧守备表示存在的名字带有「机巧」的怪兽数量的卡。
	OT: OCG|TCG
	同名卡: 
	字段: 机巧|忍者
	卡片种类: 怪兽|效果
	效果类型: 抽卡辅助|表示形式
	属性: 地
	种族: 机械
	攻击力: 2200
	防御力: 1800
	星级: 5

	卡名: 强化调整龙
	密码: 50621530
	描述: 这张卡的攻击力上升场上表侧表示存在的调整数量×500的数值。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 攻守变化
	属性: 水
	种族: 龙
	攻击力: 1400
	防御力: 1000
	星级: 4

	卡名: 缓存猫娃L2
	密码: 50690129
	描述: 这个卡名的效果1回合只能使用1次。
①：这张卡在手卡存在的场合，以自己场上1只3星以上的怪兽为对象才能发动。那只怪兽的等级下降2星，这张卡特殊召唤。
	OT: OCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 特殊召唤
	属性: 光
	种族: 电子界
	攻击力: 800
	防御力: 600
	星级: 2

	卡名: 同调磁铁头
	密码: 50702124
	描述: 这张卡不能通常召唤。自己对同调怪兽的同调召唤成功时，这张卡可以从手卡特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|调整|特殊召唤
	效果类型: 特殊召唤
	属性: 地
	种族: 机械
	攻击力: 1000
	防御力: 600
	星级: 3

	卡名: 金属恶魔 佐亚
	密码: 50705071
	描述: 这张卡不能通常召唤。把自己场上1只「金属化·魔法反射装甲」所装备给的「恶魔 佐亚」解放的场合可以从卡组特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|特殊召唤
	效果类型: 特殊召唤
	属性: 暗
	种族: 机械
	攻击力: 3000
	防御力: 2300
	星级: 8

	卡名: 守墓的咒术师
	密码: 50712728
	描述: 这张卡召唤·反转召唤·特殊召唤时，给与对方玩家基本分500分的伤害。
	OT: OCG|TCG
	同名卡: 
	字段: 守墓
	卡片种类: 怪兽|效果
	效果类型: LP伤害
	属性: 暗
	种族: 魔法师
	攻击力: 800
	防御力: 800
	星级: 3

	卡名: 元素英雄 影雾女郎
	密码: 50720316
	描述: 「元素英雄 影雾女郎」的①②的效果1回合只能有1次使用其中任意1个。
①：这张卡特殊召唤成功的场合才能发动。从卡组把1张「变化」速攻魔法卡加入手卡。
②：这张卡被送去墓地的场合才能发动。从卡组把「元素英雄 影雾女郎」以外的1只「英雄」怪兽加入手卡。
	OT: OCG|TCG
	同名卡: 
	字段: 元素英雄
	卡片种类: 怪兽|效果
	效果类型: 卡组检索
	属性: 暗
	种族: 战士
	攻击力: 1000
	防御力: 1500
	星级: 4

	卡名: 黑魔术骑士
	密码: 50725996
	描述: 这张卡不能通常召唤。「骑士的称号」的效果才能特殊召唤。
①：这张卡特殊召唤成功的场合，以场上1张卡为对象发动。那张卡破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 黑魔术
	卡片种类: 怪兽|效果|特殊召唤
	效果类型: 魔陷破坏|怪兽破坏
	属性: 暗
	种族: 战士
	攻击力: 2500
	防御力: 2100
	星级: 7

	卡名: 地狱治安警察
	密码: 50732780
	描述: ①：这张卡被战斗破坏送去墓地的场合发动。从卡组把1只恶魔族·1星怪兽特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|调整
	效果类型: 特殊召唤|种族相关
	属性: 暗
	种族: 恶魔
	攻击力: 100
	防御力: 600
	星级: 1

	卡名: 古代深红猿
	密码: 50781944
	描述: 自己场上存在的怪兽被破坏送去墓地时，自己回复1000基本分。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: LP回复
	属性: 光
	种族: 兽
	攻击力: 2600
	防御力: 1800
	星级: 7

	卡名: 啸叫战士
	密码: 50785356
	描述: 这张卡召唤·特殊召唤成功时，选择自己场上表侧表示存在的1只怪兽才能发动。选择的怪兽的等级变成3星。
	OT: OCG|TCG
	同名卡: 
	字段: 战士
	卡片种类: 怪兽|效果
	效果类型: 
	属性: 地
	种族: 战士
	攻击力: 800
	防御力: 700
	星级: 3

	卡名: 军队食人鱼
	密码: 50823978
	描述: 这张卡对对方进行直接攻击时战斗伤害加倍。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 
	属性: 水
	种族: 鱼
	攻击力: 800
	防御力: 200
	星级: 2

	卡名: 凤凰
	密码: 50866755
	描述: 这张卡不能特殊召唤。召唤·反转的回合的结束阶段时回到持有者手卡。这张卡召唤·反转时，对方场上盖放的魔法·陷阱卡全部破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|灵魂
	效果类型: 魔陷破坏|返回手卡
	属性: 炎
	种族: 鸟兽
	攻击力: 2100
	防御力: 1800
	星级: 6

	卡名: 剑斗兽 老虎
	密码: 50893987
	描述: 这张卡不能作为融合素材怪兽使用。这张卡用名字带有「剑斗兽」的怪兽的效果特殊召唤成功时，可以从手卡把1张名字带有「剑斗兽」的卡丢弃，从自己卡组把1只名字带有「剑斗兽」的怪兽加入手卡。
	OT: OCG|TCG
	同名卡: 
	字段: 剑斗兽
	卡片种类: 怪兽|效果
	效果类型: 送去墓地|卡组检索
	属性: 地
	种族: 兽
	攻击力: 1800
	防御力: 800
	星级: 4

	卡名: 暗黑腕龙
	密码: 50896944
	描述: ①：这张卡召唤成功时，以场上1只怪兽为对象才能发动。那只怪兽变成表侧守备表示。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 表示形式
	属性: 地
	种族: 恐龙
	攻击力: 1800
	防御力: 1100
	星级: 4

	卡名: 苍炎之剑士
	密码: 50903514
	描述: ①：1回合1次，自己或者对方的战斗阶段以这张卡以外的自己场上1只战士族怪兽为对象才能发动。这张卡的攻击力下降600，作为对象的怪兽的攻击力上升600。
②：场上的这张卡被对方破坏送去墓地时，把墓地的这张卡除外，以自己墓地1只战士族·炎属性怪兽为对象才能发动。那只战士族·炎属性怪兽特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 攻守变化|特殊召唤
	属性: 炎
	种族: 战士
	攻击力: 1800
	防御力: 1600
	星级: 4

	卡名: 地狱战士
	密码: 50916353
	描述: 这张卡因对方怪兽的攻击破坏送去墓地时，也给与对方基本分这次战斗让自己受到的战斗伤害。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: LP伤害
	属性: 暗
	种族: 战士
	攻击力: 1200
	防御力: 1400
	星级: 4

	卡名: 雪暴雷鸟
	密码: 50920465
	描述: 丢弃1张手卡才能发动。「雪暴雷鸟」以外的鸟兽族·水属性怪兽从自己的手卡·墓地各选1只特殊召唤。那之后，场上的这张卡回到持有者手卡。「雪暴雷鸟」的效果1回合只能使用1次。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 特殊召唤
	属性: 水
	种族: 鸟兽
	攻击力: 1600
	防御力: 1400
	星级: 4

	卡名: 古代的机械巨龙
	密码: 50933533
	描述: ①：得到为这张卡的召唤而解放的怪兽的以下效果。
●绿色零件：这张卡向守备表示怪兽攻击的场合，给与攻击力超过那个守备力的数值的战斗伤害。
●红色零件：这张卡给与对方战斗伤害的场合发动。给与对方400伤害。
●黄色零件：这张卡战斗破坏对方怪兽的场合发动。给与对方600伤害。
②：这张卡攻击的场合，对方直到伤害步骤结束时魔法·陷阱卡不能发动。
	OT: OCG|TCG
	同名卡: 
	字段: 古代的机械
	卡片种类: 怪兽|效果
	效果类型: 穿刺伤害|LP伤害
	属性: 地
	种族: 机械
	攻击力: 3000
	防御力: 2000
	星级: 8

	卡名: 异次元龙
	密码: 50939127
	描述: 这张卡不会被不指定对象的魔法、陷阱卡的效果破坏。这张卡不会被攻击力1900以下的怪兽战斗破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 破坏耐性
	属性: 光
	种族: 龙
	攻击力: 1200
	防御力: 1500
	星级: 5

	卡名: 狂怒大地
	密码: 50957346
	描述: 这张卡被战斗破坏送去墓地时，场上表侧表示存在的地属性怪兽以外的怪兽全部破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 怪兽破坏|属性相关
	属性: 地
	种族: 爬虫
	攻击力: 2000
	防御力: 1500
	星级: 7

	卡名: 电子人博士
	密码: 51020079
	描述: 把自己场上存在的1只调整解放发动。和解放怪兽相同属性·等级的1只怪兽从自己墓地特殊召唤。这个效果1回合只能使用1次。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 特殊召唤
	属性: 地
	种族: 魔法师
	攻击力: 1500
	防御力: 1700
	星级: 4

	卡名: 防霸龙 日球层龙
	密码: 51043053
	描述: 对方手卡是4张以下而自己场上的怪兽只有这张卡的场合，对方不能攻击宣言。此外，1回合1次，自己场上有龙族·8星怪兽存在的场合才能发动。这张卡的等级直到结束阶段时变成8星。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 
	属性: 光
	种族: 龙
	攻击力: 0
	防御力: 1900
	星级: 4

	卡名: 卡尔塔罗斯异虫
	密码: 51043243
	描述: 反转：从自己卡组把1只4星以下的名字带有「异虫」的爬虫族怪兽加入手卡。
	OT: OCG|TCG
	同名卡: 
	字段: 异虫
	卡片种类: 怪兽|效果|反转
	效果类型: 卡组检索|种族相关
	属性: 光
	种族: 爬虫
	攻击力: 1200
	防御力: 500
	星级: 4

	卡名: 卡片破坏者
	密码: 51047350
	描述: 这张卡不能通常召唤。把自己的魔法与陷阱卡区域存在的1张卡送去墓地的场合可以表侧攻击表示特殊召唤。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果|特殊召唤
	效果类型: 特殊召唤
	属性: 光
	种族: 战士
	攻击力: 100
	防御力: 900
	星级: 2

	卡名: 元素英雄 鲜花女郎
	密码: 51085303
	描述: 这张卡不能通常召唤。这张卡用「花瓣」的效果才能特殊召唤。对方只能把「元素英雄 鲜花女郎」选择作为攻击对象。每次给与对方玩家战斗伤害，这张卡的攻击力上升200，守备力下降200。
	OT: OCG|TCG
	同名卡: 
	字段: 元素英雄
	卡片种类: 怪兽|效果|特殊召唤
	效果类型: 攻守变化
	属性: 地
	种族: 植物
	攻击力: 1900
	防御力: 2000
	星级: 6

	卡名: 傀儡植物
	密码: 51119924
	描述: 把这张卡从手卡丢弃去墓地。直到这个回合的结束阶段时，得到对方场上表侧表示存在的1只战士族或者魔法师族怪兽的控制权。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 送去墓地|控制权|种族相关
	属性: 地
	种族: 植物
	攻击力: 1000
	防御力: 1000
	星级: 3

	卡名: 深夜急行骑士
	密码: 51126152
	描述: 这张卡不能从卡组特殊召唤。
①：这张卡可以不用解放作召唤。
②：这张卡的①的方法召唤的这张卡的原本攻击力变成0。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 魔陷破坏|攻守变化
	属性: 地
	种族: 机械
	攻击力: 3000
	防御力: 3000
	星级: 10

	卡名: 宇宙兽 冈吉尔
	密码: 51192573
	描述: 把自己场上存在的原本持有者是对方的怪兽作为祭品的场合，这张卡可以用1只祭品作召唤。1回合1次，可以在对方场上1只怪兽放置1个A指示物。放置有A指示物的怪兽和名字带有「外星」的怪兽战斗的场合，每有1个A指示物攻击力·守备力下降300。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 攻守变化|指示物
	属性: 光
	种族: 爬虫
	攻击力: 2600
	防御力: 2000
	星级: 7

	卡名: 计算器人
	密码: 51196174
	描述: ①：这张卡的攻击力变成自己场上的怪兽的等级合计×300。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 攻守变化
	属性: 光
	种族: 雷
	攻击力: ?
	防御力: 0
	星级: 2

	卡名: 鬼计骷髅
	密码: 51196805
	描述: 自己场上有名字带有「鬼计」的怪兽存在的场合才能让这张卡表侧表示召唤。这张卡1回合只有1次可以变成里侧守备表示。此外，这张卡反转时，把最多有自己场上的名字带有「鬼计」的怪兽数量的卡从对方卡组上面里侧表示除外。「鬼计骷髅」的这个效果1回合只能使用1次。
	OT: OCG|TCG
	同名卡: 
	字段: 鬼计
	卡片种类: 怪兽|效果
	效果类型: 卡片除外|表示形式
	属性: 暗
	种族: 不死
	攻击力: 1200
	防御力: 1100
	星级: 3

	卡名: 机怪虫·神经胶质虫
	密码: 51205763
	描述: 这个卡名的①②的效果1回合各能使用1次。
①：这张卡反转的场合才能发动。从自己的手卡·墓地选「机怪虫·神经胶质虫」以外的1只「机怪虫」怪兽表侧攻击表示或者里侧守备表示特殊召唤。
②：表侧表示的这张卡因对方的效果从场上离开的场合才能发动。「机怪虫·神经胶质虫」以外的2只「机怪虫」怪兽从卡组里侧守备表示特殊召唤（同名卡最多1张）。
	OT: OCG|TCG
	同名卡: 
	字段: 机怪虫
	卡片种类: 怪兽|效果|反转
	效果类型: 特殊召唤
	属性: 地
	种族: 昆虫
	攻击力: 700
	防御力: 1500
	星级: 2

	卡名: 暗黑界的策士 格林
	密码: 51232472
	描述: 这张卡被其他卡的效果从手卡丢弃去墓地的场合，把场上1张魔法或者陷阱卡破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 暗黑界
	卡片种类: 怪兽|效果
	效果类型: 魔陷破坏
	属性: 暗
	种族: 恶魔
	攻击力: 300
	防御力: 500
	星级: 2

	卡名: 大口鲨
	密码: 51254277
	描述: 这张卡攻击的场合，战斗阶段结束时从游戏中除外。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 卡片除外
	属性: 水
	种族: 鱼
	攻击力: 1800
	防御力: 300
	星级: 3

	卡名: 自然螳螂
	密码: 51254980
	描述: 对方对怪兽的召唤成功时，可以从手卡把1只名字带有「自然」的怪兽送去墓地，那只怪兽破坏。
	OT: OCG|TCG
	同名卡: 
	字段: 自然
	卡片种类: 怪兽|效果
	效果类型: 怪兽破坏|送去墓地
	属性: 地
	种族: 昆虫
	攻击力: 1700
	防御力: 1500
	星级: 4

	卡名: 不幸的美少女
	密码: 51275027
	描述: 这张卡被战斗破坏送去墓地，当时那个回合的战斗阶段结束。
	OT: OCG|TCG
	同名卡: 
	字段: 
	卡片种类: 怪兽|效果
	效果类型: 攻击限制
	属性: 光
	种族: 魔法师
	攻击力: 0
	防御力: 100
	星级: 1

	卡名: 电子鱼人-栽培者
	密码: 51282878
	描述: 只在这张卡在墓地存在才能发动1次。自己卡组最上面的卡送去墓地。送去墓地的卡是水属性怪兽的场合，再把这张卡从墓地特殊召唤。「电子鱼人-栽培者」的效果1回合只能使用1次。
	OT: OCG|TCG
	同名卡: 
	字段: 电子鱼人
	卡片种类: 怪兽|效果
	效果类型: 送去墓地|特殊召唤
	属性: 水
	种族: 鱼
	攻击力: 200
	防御力: 200
	星级: 2

	卡名: 狱火机·巴力
	密码: 51316684
	描述: 这张卡不能通常召唤。自己场上的全部效果怪兽的等级·阶级的合计是8以下时，从自己的手卡·墓地把2只「狱火机」怪兽除外的场合才能从手卡·墓地特殊召唤。
①：这张卡向对方怪兽攻击的战斗阶段结束时才能发动。选场上1张卡除外。
②：1回合1次，把自己场上1只怪兽解放，以对方墓地1张卡为对象才能发动。那张卡除外。这个效果在对方回合也能发动。
	OT: OCG|TCG
